P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
M-RAP-53-047,Thawang,Rolpa,Mid-Western,4.42,26197,0.00,4398,0.05,67.83,4.20,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-048,Uwa,Rolpa,Mid-Western,4.41,25547,0.00,3970,0.04,46.34,3.82,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-049,Wadachaur,Rolpa,Mid-Western,4.53,34154,0.00,5815,0.06,236.59,5.44,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-050,Whama,Rolpa,Mid-Western,4.42,26248,0.00,3865,0.04,90.4,4.48,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-051,Wot,Rolpa,Mid-Western,4.43,27180,0.00,4409,0.05,134.14,4.88,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-54-001,AathbisDanda,Rukum,Mid-Western,4.09,12255,0.00,7439,0.08,223.61,5.39,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-002,AathbisKot,Rukum,Mid-Western,4.08,11908,0.00,8560,0.09,173.12,5.13,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-003,Arma,Rukum,Mid-Western,4.20,15996,0.00,4022,0.04,263.05,5.55,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-004,Baflikot,Rukum,Mid-Western,4.34,21743,0.00,5164,0.05,79.96,4.36,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-005,Bhalakacha,Rukum,Mid-Western,4.22,16443,0.00,3713,0.04,206.03,5.30,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-006,Bijayshwari(Chaurjahari),Rukum,Mid-Western,4.42,26044,0.00,9364,0.10,325.43,5.76,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-007,Chhiwang,Rukum,Mid-Western,4.17,14845,0.00,5725,0.06,259.2,5.53,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-008,Chokhawang,Rukum,Mid-Western,4.21,16149,0.00,3235,0.03,163.63,5.07,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-009,Chunwang,Rukum,Mid-Western,4.30,19986,0.00,3114,0.03,80.5,4.37,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-010,Duli,Rukum,Mid-Western,4.07,11831,0.00,4837,0.05,121.36,4.78,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-011,Garayala,Rukum,Mid-Western,4.10,12525,0.00,5917,0.06,132.66,4.87,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-012,Gautamkot,Rukum,Mid-Western,4.16,14572,0.00,7040,0.07,25.72,3.23,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-013,Ghetma,Rukum,Mid-Western,4.07,11701,0.00,4789,0.05,163.1,5.07,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-014,Hukam,Rukum,Mid-Western,4.49,30772,0.00,2148,0.02,24.45,3.18,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-015,Jang,Rukum,Mid-Western,4.34,21802,0.00,3084,0.03,21.64,3.06,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-016,Jhula,Rukum,Mid-Western,4.20,15831,0.00,3334,0.03,174.56,5.14,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-017,Kanda,Rukum,Mid-Western,4.25,17823,0.00,2561,0.03,70.95,4.24,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-018,Kankri,Rukum,Mid-Western,4.47,29654,0.00,4693,0.05,42.51,3.73,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-019,Khara,Rukum,Mid-Western,4.21,16318,0.00,6186,0.06,218.53,5.36,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-020,Kholagaun,Rukum,Mid-Western,4.17,14716,0.00,6116,0.06,228.12,5.41,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-021,Kol,Rukum,Mid-Western,4.30,20013,0.00,3127,0.03,50.21,3.90,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-022,Kotjahari,Rukum,Mid-Western,4.20,15957,0.00,5125,0.05,239.83,5.46,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-023,Magma,Rukum,Mid-Western,4.13,13545,0.00,5723,0.06,142.11,4.93,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-024,Mahat,Rukum,Mid-Western,4.36,22917,0.00,4621,0.05,79.8,4.36,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-025,Morawang,Rukum,Mid-Western,4.38,24052,0.00,2442,0.03,117.14,4.74,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-026,Muru,Rukum,Mid-Western,4.30,20072,0.00,3931,0.04,217.99,5.36,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-027,MusikotKhalanga,Rukum,Mid-Western,4.32,20907,0.00,13203,0.14,576.6,6.33,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-028,Nuwakot,Rukum,Mid-Western,4.27,18618,0.00,5709,0.06,265.23,5.56,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-029,Pipal,Rukum,Mid-Western,4.24,17311,0.00,4111,0.04,58.36,4.05,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-030,Pokhara,Rukum,Mid-Western,4.24,17301,0.00,4333,0.04,150.77,4.99,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-031,Purtimkanda,Rukum,Mid-Western,4.11,12849,0.00,5127,0.05,175.21,5.14,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-032,Pwang,Rukum,Mid-Western,4.20,16001,0.00,1802,0.02,29.98,3.39,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-033,Pyaugha,Rukum,Mid-Western,4.29,19342,0.00,4595,0.05,255.78,5.52,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-034,Rangsi,Rukum,Mid-Western,4.30,19988,0.00,2098,0.02,43.76,3.76,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-035,Ranmamaikot,Rukum,Mid-Western,4.67,46436,0.00,3777,0.04,6.19,1.81,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-036,Rugha,Rukum,Mid-Western,4.18,14995,0.00,4233,0.04,215.72,5.35,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-037,Sankha,Rukum,Mid-Western,4.23,16901,0.00,5228,0.05,129.55,4.84,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-038,Simli,Rukum,Mid-Western,4.12,13076,0.00,5316,0.05,241.53,5.46,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-039,Sisne,Rukum,Mid-Western,4.28,19157,0.00,1877,0.02,10.67,2.36,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-040,Sobha,Rukum,Mid-Western,4.28,18983,0.00,6045,0.06,133.44,4.87,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-041,Syalagadi,Rukum,Mid-Western,4.20,15890,0.00,4695,0.05,28.66,3.34,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-042,Syalapakha,Rukum,Mid-Western,4.19,15478,0.00,5433,0.06,136.69,4.90,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-54-043,Taksera,Rukum,Mid-Western,4.54,34396,0.00,3698,0.04,28.27,3.33,98.38,9.83,46.48,4.76,39.02,6.87
M-RAP-55-001,Badagaun,Salyan,Mid-Western,4.13,13490,0.00,3913,0.04,189.08,5.22,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-002,Bafukhola,Salyan,Mid-Western,4.71,51193,0.00,4079,0.04,162.04,5.06,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-003,Bajhkanda,Salyan,Mid-Western,4.18,15221,0.00,3174,0.03,173.41,5.13,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-004,Bame,Salyan,Mid-Western,4.15,14108,0.00,5173,0.05,72.8,4.27,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-005,Bhalchaur,Salyan,Mid-Western,4.26,18335,0.00,7076,0.07,228.11,5.41,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-006,Chande,Salyan,Mid-Western,4.07,11828,0.00,5236,0.05,122.48,4.79,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-007,Chhayachhetra,Salyan,Mid-Western,4.19,15456,0.00,5697,0.06,171.51,5.12,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-008,Damachaur,Salyan,Mid-Western,4.30,19884,0.00,6036,0.06,170.96,5.12,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-009,Dandagoun,Salyan,Mid-Western,4.26,18275,0.00,4671,0.05,164.52,5.08,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-010,Darmakot,Salyan,Mid-Western,4.32,20662,0.00,5430,0.06,295.52,5.66,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-011,Devsthal,Salyan,Mid-Western,4.30,19758,0.00,4785,0.05,109.98,4.68,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-012,Dhakadam,Salyan,Mid-Western,4.41,25903,0.00,5914,0.06,184.45,5.19,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-013,Dhanjaripipal,Salyan,Mid-Western,4.10,12498,0.00,7460,0.08,144.67,4.95,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-014,Dhanwang,Salyan,Mid-Western,4.23,16979,0.00,5587,0.06,176.45,5.15,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-015,Hiwalcha,Salyan,Mid-Western,4.12,13130,0.00,3942,0.04,111.76,4.69,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-016,Jimali,Salyan,Mid-Western,4.14,13668,0.00,3743,0.04,173.11,5.13,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-017,Kabhrechaur,Salyan,Mid-Western,4.10,12509,0.00,5467,0.06,45.59,3.80,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-018,Kajeri,Salyan,Mid-Western,4.16,14482,0.00,5314,0.05,167.36,5.10,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-019,Kalagaun,Salyan,Mid-Western,4.24,17310,0.00,6930,0.07,170.63,5.12,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-020,KalimatiKalche,Salyan,Mid-Western,4.08,12146,0.00,6516,0.07,44.12,3.77,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-021,KalimatiRampur,Salyan,Mid-Western,4.25,17931,0.00,6777,0.07,53.2,3.96,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-022,Karagithi,Salyan,Mid-Western,4.24,17443,0.00,2850,0.03,159.05,5.05,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-023,Kavra,Salyan,Mid-Western,4.21,16366,0.00,3525,0.04,123.95,4.80,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-024,Khalanga,Salyan,Mid-Western,4.17,14801,0.00,7668,0.08,336.04,5.79,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-025,Korbangjhimpe,Salyan,Mid-Western,4.19,15505,0.00,6183,0.06,113.68,4.71,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-026,Kotbara,Salyan,Mid-Western,4.38,24128,0.00,6927,0.07,254.19,5.51,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-027,Kotmola,Salyan,Mid-Western,4.25,17908,0.00,5030,0.05,210.05,5.32,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-028,Kubhindedaha,Salyan,Mid-Western,4.06,11416,0.00,7007,0.07,138.11,4.91,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-029,Laxmipur,Salyan,Mid-Western,4.12,13121,0.00,4245,0.04,86.05,4.43,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-030,Lekhpokhara,Salyan,Mid-Western,4.15,14071,0.00,3536,0.04,127.27,4.82,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-031,Majhkanda,Salyan,Mid-Western,4.07,11744,0.00,5261,0.05,127.4,4.83,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-032,Marke,Salyan,Mid-Western,4.07,11845,0.00,4174,0.04,120.27,4.77,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-033,Marmaparikanda,Salyan,Mid-Western,4.12,13076,0.00,4661,0.05,129.31,4.84,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-034,Mulkhola,Salyan,Mid-Western,4.12,13047,0.00,5593,0.06,121.43,4.78,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-035,Nigalchula,Salyan,Mid-Western,4.06,11562,0.00,2319,0.02,68.26,4.20,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-036,Phalawang,Salyan,Mid-Western,4.19,15519,0.00,5450,0.06,131.15,4.85,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-037,Pipalneta,Salyan,Mid-Western,4.32,20712,0.00,2229,0.02,210.92,5.33,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-038,Rim,Salyan,Mid-Western,4.40,24942,0.00,4262,0.04,149.23,4.98,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-039,SaijuwalTakura,Salyan,Mid-Western,4.14,13886,0.00,3416,0.04,227.02,5.40,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-040,SarpaniGarpa,Salyan,Mid-Western,4.33,21236,0.00,4817,0.05,135.57,4.89,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-041,Shibaratha,Salyan,Mid-Western,4.44,27777,0.00,6763,0.07,238.25,5.45,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-042,Siddheswor,Salyan,Mid-Western,4.18,15026,0.00,5183,0.05,183.09,5.19,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-043,Sinwang,Salyan,Mid-Western,4.45,28289,0.00,3538,0.04,150.85,4.99,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-044,Suikot,Salyan,Mid-Western,4.22,16475,0.00,5725,0.06,98.19,4.57,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-045,Syanikhal,Salyan,Mid-Western,4.23,16926,0.00,4545,0.05,149.76,4.99,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-046,Tharmare,Salyan,Mid-Western,4.43,26886,0.00,9090,0.09,190.13,5.22,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-55-047,Tribeni,Salyan,Mid-Western,4.21,16355,0.00,4799,0.05,153.85,5.01,98.08,9.79,29.38,2.97,40.57,7.35
M-RAP-56-001,Baghmare,Dang,Mid-Western,4.56,36596,0.00,7787,0.08,141.56,4.93,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-002,Bela,Dang,Mid-Western,5.04,110115,0.00,11245,0.12,54.66,3.98,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-003,Bijauri,Dang,Mid-Western,4.92,82511,0.00,13922,0.14,276.05,5.60,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-004,Chaulahi,Dang,Mid-Western,5.36,229395,0.01,20696,0.21,449.42,6.08,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-005,Dhanauri,Dang,Mid-Western,4.66,45650,0.00,9433,0.10,417.2,6.01,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-006,Dharna,Dang,Mid-Western,4.87,74425,0.00,6851,0.07,91.38,4.49,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-007,Dhikpur,Dang,Mid-Western,5.05,112666,0.00,11033,0.11,410.81,5.99,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-008,Duruwa,Dang,Mid-Western,4.97,92856,0.00,12979,0.13,371.97,5.89,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-009,Gadhawa,Dang,Mid-Western,5.29,194003,0.00,11430,0.12,135.52,4.89,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-010,Gangaparaspur,Dang,Mid-Western,5.36,229154,0.01,10972,0.11,193.39,5.24,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-011,Gobardiya,Dang,Mid-Western,5.06,115679,0.00,15322,0.16,95.48,4.54,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-012,Goltakuri,Dang,Mid-Western,4.49,30728,0.00,5293,0.05,80.03,4.36,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-013,Halwar,Dang,Mid-Western,4.81,64238,0.00,10068,0.10,262.36,5.54,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-014,Hansipur,Dang,Mid-Western,4.58,38000,0.00,8439,0.09,73.99,4.28,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-015,Hapur,Dang,Mid-Western,4.88,75376,0.00,13514,0.14,219.2,5.37,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-016,Hekuli,Dang,Mid-Western,4.81,63969,0.00,9206,0.09,356.29,5.85,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-017,Kabhre,Dang,Mid-Western,4.42,26144,0.00,6919,0.07,121.05,4.77,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-018,Koilabas,Dang,Mid-Western,4.75,56053,0.00,868,0.01,15.22,2.71,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-019,Lalmatiya,Dang,Mid-Western,5.37,234825,0.01,21389,0.22,300.76,5.68,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-020,Laxmipur,Dang,Mid-Western,4.95,89214,0.00,13725,0.14,201.51,5.28,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-021,Loharpani,Dang,Mid-Western,4.49,30648,0.00,6051,0.06,112.19,4.70,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-022,Manpur,Dang,Mid-Western,5.00,100250,0.00,14864,0.15,448.07,6.08,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-023,Narayanpur,Dang,Mid-Western,5.13,133918,0.00,16636,0.17,583.38,6.34,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-024,Panchakule,Dang,Mid-Western,4.59,38971,0.00,8069,0.08,109.64,4.68,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-025,PawanNagar,Dang,Mid-Western,4.78,60210,0.00,8673,0.09,263.39,5.55,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-026,Phulbari,Dang,Mid-Western,4.57,37577,0.00,5489,0.06,104.95,4.63,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-027,Purandhara,Dang,Mid-Western,4.46,28623,0.00,19400,0.20,105.5,4.64,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-028,Rajpur,Dang,Mid-Western,5.10,125855,0.00,13792,0.14,37.11,3.60,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-029,Rampur,Dang,Mid-Western,4.88,75746,0.00,12628,0.13,128.79,4.84,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-030,Saidha,Dang,Mid-Western,4.41,25525,0.00,6748,0.07,108.96,4.67,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-031,Satbariya,Dang,Mid-Western,5.20,157460,0.00,13370,0.14,60.15,4.08,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-032,Saudiyar,Dang,Mid-Western,5.12,132476,0.00,12101,0.12,437.59,6.05,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-033,Shantinagar,Dang,Mid-Western,4.72,52257,0.00,7983,0.08,207.87,5.31,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-034,Shreegaun,Dang,Mid-Western,4.77,58859,0.00,6985,0.07,373.06,5.89,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-035,Sisahaniya,Dang,Mid-Western,5.40,249097,0.01,17670,0.18,258.38,5.53,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-036,Sonpur,Dang,Mid-Western,5.36,229486,0.01,13589,0.14,232.9,5.43,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-037,Syuja,Dang,Mid-Western,4.40,25014,0.00,4541,0.05,109.27,4.67,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-038,Tarigaun,Dang,Mid-Western,4.97,93295,0.00,11135,0.11,464.05,6.11,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-039,TribhuwanNagarN. P.,Dang,Mid-Western,4.99,97736,0.00,62928,0.65,845.17,6.71,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-040,TulsipurN. P.,Dang,Mid-Western,4.81,64801,0.00,51537,0.53,558.87,6.30,83.60,7.82,29.57,2.99,34.92,5.62
M-RAP-56-041,Urahari,Dang,Mid-Western,4.92,83087,0.00,12861,0.13,488.7,6.16,83.60,7.82,29.57,2.99,34.92,5.62
W-DHA-42-001,Charang,Mustang,Western,5.19,154525,0.00,452,0.00,1.3,0.26,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-002,Chhonhup,Mustang,Western,5.46,290258,0.01,801,0.01,8.11,2.08,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-003,Chhoser,Mustang,Western,5.40,248403,0.01,529,0.01,1.53,0.42,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-004,Chhusang,Mustang,Western,5.24,172201,0.00,512,0.01,1.04,0.04,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-005,Dhami,Mustang,Western,5.09,122686,0.00,611,0.01,2.92,1.07,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-006,Jhong,Mustang,Western,5.02,103600,0.00,253,0.00,5.06,1.61,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-007,Jomsom,Mustang,Western,5.00,100118,0.00,1370,0.01,7.67,2.03,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-008,Kagbeni,Mustang,Western,5.06,113537,0.00,937,0.01,3.28,1.18,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-009,Kowang,Mustang,Western,4.84,69011,0.00,727,0.01,9.07,2.19,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-010,Kunjo,Mustang,Western,4.97,93707,0.00,711,0.01,9.36,2.23,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-011,Lete,Mustang,Western,4.88,75860,0.00,839,0.01,16.44,2.79,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-012,Lomanthang,Mustang,Western,5.26,181034,0.00,569,0.01,2.03,0.70,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-013,Marpha,Mustang,Western,4.87,73914,0.00,1551,0.02,15.38,2.72,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-014,Muktinath,Mustang,Western,4.99,96707,0.00,628,0.01,10.55,2.35,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-015,Surkhang,Mustang,Western,5.73,531126,0.01,360,0.00,0.46,0.00,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-42-016,Tukuche,Mustang,Western,5.15,142039,0.00,743,0.01,6.21,1.82,97.65,9.73,79.09,8.18,28.54,3.68
W-DHA-43-001,Arman,Myagdi,Western,4.95,88143,0.00,4189,0.04,149.81,4.99,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-002,Arthunge,Myagdi,Western,4.97,92332,0.00,11738,0.12,2605.27,7.83,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-003,Babiyachaur,Myagdi,Western,4.91,80560,0.00,3402,0.03,323.02,5.75,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-004,Bagarkhola,Myagdi,Western,4.93,85203,0.00,1522,0.02,62.01,4.11,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-005,Baranja,Myagdi,Western,4.93,84895,0.00,4977,0.05,168.28,5.10,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-006,Bhakilmi,Myagdi,Western,4.87,74595,0.00,3234,0.03,195.03,5.25,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-007,Bima,Myagdi,Western,4.86,73054,0.00,1856,0.02,110.21,4.68,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-008,Chimkhola,Myagdi,Western,4.97,93269,0.00,1317,0.01,11.93,2.47,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-009,Dagnam,Myagdi,Western,4.86,72757,0.00,1089,0.01,65.88,4.17,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-010,Dana,Myagdi,Western,4.90,79386,0.00,1873,0.02,33.48,3.50,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-011,Darwang,Myagdi,Western,4.85,70042,0.00,3595,0.04,163.92,5.08,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-012,Devisthan,Myagdi,Western,4.74,55173,0.00,3537,0.04,118.97,4.76,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-013,Dhatan,Myagdi,Western,4.92,84018,0.00,4327,0.04,434.95,6.05,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-014,Dowa,Myagdi,Western,5.01,102920,0.00,1063,0.01,100.75,4.59,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-015,GurjaKhani,Myagdi,Western,5.02,105071,0.00,964,0.01,2.85,1.04,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-016,HisthanMandali,Myagdi,Western,5.02,105688,0.00,1675,0.02,49.55,3.89,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-017,Jhin,Myagdi,Western,4.80,63391,0.00,1131,0.01,126.29,4.82,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-018,Jyamrukot,Myagdi,Western,4.87,74069,0.00,3549,0.04,348.1,5.83,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-019,Kuhun,Myagdi,Western,4.85,70441,0.00,3381,0.03,178.42,5.16,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-020,Kuinemangale,Myagdi,Western,5.15,142701,0.00,1144,0.01,7.29,1.98,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-021,Lulang,Myagdi,Western,4.75,56876,0.00,1484,0.02,11.82,2.46,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-022,Malkwang,Myagdi,Western,4.78,59903,0.00,1267,0.01,20.59,3.01,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-023,Marang,Myagdi,Western,4.77,58631,0.00,1787,0.02,157.65,5.04,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-024,Mudi,Myagdi,Western,5.04,110813,0.00,2503,0.03,5.55,1.71,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-025,Muna,Myagdi,Western,4.67,47124,0.00,2345,0.02,80.47,4.37,33.45,1.00,20.05,1.99,25.32,2.69
W-DHA-43-026,Narchyang,Myagdi,Western,5.37,234780,0.01,1626,0.02,5.06,1.61,33.45,1.00,20.05,1.99,25.32,2.69
