P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
C-BAG-24-081,SarasyunKhark,Kavrepalanchok,Central,7.83,68013087,1.58,5316,0.05,335.66,5.79,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-082,SathigharBhagawati,Kavrepalanchok,Central,7.98,94640096,2.19,2657,0.03,221.41,5.38,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-083,SikharAmbote,Kavrepalanchok,Central,8.03,106717683,2.47,3711,0.04,138.19,4.91,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-084,SimalchourSyampati,Kavrepalanchok,Central,8.07,116901625,2.71,3819,0.04,314.11,5.72,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-085,Simthali,Kavrepalanchok,Central,7.73,54057836,1.25,1731,0.02,246.84,5.48,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-086,SipaliChilaune,Kavrepalanchok,Central,7.96,90523604,2.10,2878,0.03,118.95,4.76,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-087,SisaKhani,Kavrepalanchok,Central,7.96,92174151,2.14,1754,0.02,188.62,5.22,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-088,ThuloParsel,Kavrepalanchok,Central,7.81,64270761,1.49,2476,0.03,239.79,5.45,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-089,TukuchaNala,Kavrepalanchok,Central,7.97,94023738,2.18,4907,0.05,398.37,5.96,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-24-090,UgrataraJanagal,Kavrepalanchok,Central,8.16,145671284,3.38,6953,0.07,1206.64,7.06,97.66,9.74,31.37,3.18,27.34,3.31
C-BAG-25-001,Asrang,Lalitpur,Central,8.19,154996851,3.59,1411,0.01,106.47,4.65,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-002,Badikhel,Lalitpur,Central,8.08,121106395,2.81,3576,0.04,611.65,6.39,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-003,Bhardev,Lalitpur,Central,8.14,137983379,3.20,2210,0.02,282.13,5.62,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-004,Bhattedanda,Lalitpur,Central,8.19,155967179,3.62,2057,0.02,110.91,4.69,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-005,Bisankhunarayan,Lalitpur,Central,7.79,62165242,1.44,4484,0.05,644.89,6.44,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-006,Bukhel,Lalitpur,Central,8.17,148033365,3.43,1697,0.02,134.84,4.88,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-007,Bungamati,Lalitpur,Central,7.77,59234394,1.37,5966,0.06,1534.26,7.30,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-008,Chandanpur,Lalitpur,Central,8.06,116051950,2.69,1071,0.01,112.44,4.70,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-009,Chapagaun,Lalitpur,Central,8.05,111132778,2.58,16420,0.17,2257.29,7.69,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-010,Chhampi,Lalitpur,Central,7.96,92057436,2.13,4753,0.05,860.47,6.73,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-011,Choughare,Lalitpur,Central,8.12,130729912,3.03,1884,0.02,243.56,5.47,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-012,Dalchoki,Lalitpur,Central,8.07,117437053,2.72,1167,0.01,186.74,5.21,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-013,Devichour,Lalitpur,Central,8.05,112162726,2.60,2883,0.03,230.27,5.41,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-014,Dhapakhel,Lalitpur,Central,7.80,63525068,1.47,12678,0.13,3452.82,8.11,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-015,Dhusel,Lalitpur,Central,8.12,132284971,3.07,1510,0.02,139.26,4.91,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-016,Dukuchhap,Lalitpur,Central,7.94,87086617,2.02,2669,0.03,543.51,6.27,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-017,Gimdi,Lalitpur,Central,8.20,158300382,3.67,2299,0.02,94.56,4.53,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-018,Godamchaur,Lalitpur,Central,7.75,56471663,1.31,4914,0.05,1572.07,7.33,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-019,Godawari,Lalitpur,Central,8.09,123448003,2.86,7558,0.08,458.73,6.10,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-020,Gotikhel,Lalitpur,Central,8.06,114309065,2.65,1855,0.02,186.49,5.20,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-021,Harisiddhi,Lalitpur,Central,7.81,64251146,1.49,10736,0.11,3463.28,8.11,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-022,Ikudol,Lalitpur,Central,8.15,141254561,3.27,1878,0.02,151.1,5.00,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-023,Imadol,Lalitpur,Central,7.91,80625460,1.87,27327,0.28,6793.65,8.78,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-024,Jharuwarasi,Lalitpur,Central,7.85,71522485,1.66,4286,0.04,1124.24,6.99,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-025,Kaleswor,Lalitpur,Central,8.05,111301048,2.58,1404,0.01,88.24,4.46,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-026,Khokana,Lalitpur,Central,7.60,40207068,0.93,4927,0.05,1554.46,7.32,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-027,LalitpurN.P.,Lalitpur,Central,7.87,74209183,1.72,220802,2.26,14570.92,9.54,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-028,Lamatar,Lalitpur,Central,7.94,87673381,2.03,8188,0.08,740.46,6.58,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-029,Lele,Lalitpur,Central,8.14,137187279,3.18,8411,0.09,349.33,5.83,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-030,Lubhu,Lalitpur,Central,7.79,61708258,1.43,10374,0.11,1619.98,7.36,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-031,Malta,Lalitpur,Central,8.18,151914636,3.52,1838,0.02,93.2,4.51,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-032,Manikhel,Lalitpur,Central,8.10,125394923,2.91,1947,0.02,120.76,4.77,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-033,Nallu,Lalitpur,Central,8.13,134641223,3.12,2171,0.02,270.65,5.58,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-034,Pyutar,Lalitpur,Central,8.28,191102851,4.43,2056,0.02,166.02,5.09,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-035,Sainbu,Lalitpur,Central,7.74,54996733,1.27,19721,0.20,4788.06,8.44,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-036,Sankhu,Lalitpur,Central,8.14,138092805,3.20,2277,0.02,159,5.05,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-037,Sidhdipur,Lalitpur,Central,7.84,69556940,1.61,6147,0.06,3058.53,7.99,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-038,Sunakothi,Lalitpur,Central,7.71,51565976,1.20,10092,0.10,3344.49,8.08,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-039,Thaiba,Lalitpur,Central,7.80,63582845,1.47,8261,0.08,3527.67,8.13,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-040,Thecho,Lalitpur,Central,7.79,62107935,1.44,10086,0.10,3098.55,8.00,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-041,Thuladurlung,Lalitpur,Central,8.15,142439127,3.30,1479,0.02,80.62,4.37,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-25-042,Tikathali,Lalitpur,Central,7.95,89123978,2.07,10136,0.10,3366,8.08,95.16,9.40,71.81,7.41,19.18,0.82
C-BAG-26-001,Bageswari,Bhaktapur,Central,8.09,122999637,2.85,5385,0.06,563.44,6.31,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-002,Balkot,Bhaktapur,Central,8.01,101894797,2.36,15881,0.16,5591.57,8.59,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-003,BhaktapurN.P.,Bhaktapur,Central,7.89,78413368,1.82,81748,0.84,12468.07,9.39,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-004,Changunarayan,Bhaktapur,Central,7.78,60487058,1.40,6211,0.06,915.64,6.79,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-005,Chhaling,Bhaktapur,Central,8.02,104074991,2.41,8129,0.08,845.81,6.71,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-006,Chitapol,Bhaktapur,Central,7.89,77425169,1.79,5619,0.06,1106.56,6.98,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-007,Dadhikot,Bhaktapur,Central,7.93,84763676,1.97,11629,0.12,1789.62,7.46,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-008,Duwakot,Bhaktapur,Central,7.84,69698982,1.62,10461,0.11,1658.96,7.38,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-009,Gundu,Bhaktapur,Central,7.73,53579265,1.24,5689,0.06,765.67,6.61,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-010,Jhaukhel,Bhaktapur,Central,7.82,66126921,1.53,7721,0.08,1478.07,7.27,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-011,Kautunje,Bhaktapur,Central,7.87,73593653,1.71,19497,0.20,4504.07,8.37,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-012,MadhyapurThimiN.P.,Bhaktapur,Central,8.02,105629357,2.45,83036,0.85,7472.76,8.88,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-013,Nagarkot,Bhaktapur,Central,7.86,72483877,1.68,4571,0.05,482.38,6.15,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-014,Nankhel,Bhaktapur,Central,7.97,92600187,2.15,5509,0.06,809.49,6.67,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-015,Sipadol,Bhaktapur,Central,7.83,66978933,1.55,9876,0.10,1217.72,7.07,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-016,Sirutar,Bhaktapur,Central,7.88,75168136,1.74,4790,0.05,3504.18,8.12,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-017,Sudal,Bhaktapur,Central,8.08,121517702,2.82,7254,0.07,990.59,6.87,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-26-018,Tathali,Bhaktapur,Central,8.05,112163465,2.60,5698,0.06,654.88,6.46,96.99,9.64,66.03,6.81,19.43,0.89
C-BAG-27-001,Aalapot,Kathmandu,Central,7.76,57781251,1.34,3159,0.03,2148.39,7.64,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-002,Baad Bhanjyang,Kathmandu,Central,7.79,61912736,1.44,3779,0.04,786.81,6.64,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-003,Bajrayogini,Kathmandu,Central,7.75,55977192,1.30,4333,0.04,827.11,6.69,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-004,Balambu,Kathmandu,Central,7.59,39128917,0.91,7323,0.08,3456.58,8.11,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-005,Baluwa,Kathmandu,Central,7.68,47635564,1.10,5467,0.06,779.58,6.63,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-006,Bhadrabas,Kathmandu,Central,7.79,62047818,1.44,2388,0.02,1429.09,7.23,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-007,Bhimdhunga,Kathmandu,Central,7.66,46136320,1.07,2915,0.03,485.78,6.16,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-008,Budanilkantha,Kathmandu,Central,7.79,61457607,1.42,15421,0.16,1102.72,6.97,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-009,Chalnakhel,Kathmandu,Central,7.55,35620000,0.83,4365,0.04,792.53,6.64,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-010,ChapaliBhadrakali,Kathmandu,Central,7.69,49213399,1.14,10827,0.11,1726.89,7.42,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-011,Chhaimale,Kathmandu,Central,8.12,133307933,3.09,4216,0.04,434.04,6.05,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-012,ChouketarDahachok,Kathmandu,Central,7.62,41817853,0.97,4036,0.04,635.16,6.42,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-013,Chunikhel,Kathmandu,Central,7.84,68882140,1.60,4449,0.05,1237.25,7.09,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-014,Daanchhi,Kathmandu,Central,7.81,65216899,1.51,11246,0.12,2251.75,7.68,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-015,Daxinkali,Kathmandu,Central,8.07,117588528,2.73,4755,0.05,1032.94,6.91,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-016,Dhapasi,Kathmandu,Central,7.87,74979047,1.74,31406,0.32,15410.36,9.60,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-017,Dharmasthali,Kathmandu,Central,7.59,39250731,0.91,6530,0.07,3505.55,8.13,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-018,Futung,Kathmandu,Central,7.73,53383023,1.24,4792,0.05,3384.92,8.09,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-019,Gagalphedi,Kathmandu,Central,7.79,61307585,1.42,5533,0.06,514.01,6.21,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-020,Gokarneswor,Kathmandu,Central,7.87,74239499,1.72,7508,0.08,1600.21,7.34,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-021,Goldhunga,Kathmandu,Central,7.50,31335321,0.73,16174,0.17,3141.65,8.02,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-022,Gonggabu,Kathmandu,Central,7.84,69776470,1.62,54410,0.56,23053.42,10.00,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-023,Gothatar,Kathmandu,Central,7.94,86381820,2.00,26169,0.27,5672.94,8.60,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-024,IchangNarayan,Kathmandu,Central,7.65,44711303,1.04,24425,0.25,2068.64,7.60,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-025,Indrayani,Kathmandu,Central,7.76,57047805,1.32,3361,0.03,1215.09,7.07,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-026,JhorMahankal,Kathmandu,Central,7.51,32105885,0.74,4103,0.04,665.76,6.47,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-027,Jitpurphedi,Kathmandu,Central,7.55,35147785,0.81,5135,0.05,573.87,6.32,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-028,Jorpati,Kathmandu,Central,7.92,82365666,1.91,84567,0.87,17548.66,9.73,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-029,Kabhresthali,Kathmandu,Central,7.67,46438249,1.08,4774,0.05,559,6.30,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-030,Kapan,Kathmandu,Central,7.87,73781841,1.71,48463,0.50,10407.78,9.21,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-031,KathmanduN.P.,Kathmandu,Central,7.97,93634836,2.17,975453,10.00,19724.49,9.84,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-032,KhadkaBhadrakali,Kathmandu,Central,7.82,66256793,1.54,10761,0.11,4500.95,8.37,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-033,KirtipurN.P.,Kathmandu,Central,7.76,58118406,1.35,65602,0.67,4444.68,8.36,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-034,Lapsephedi,Kathmandu,Central,7.74,55550386,1.29,5629,0.06,316.83,5.73,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-035,Machhegaun,Kathmandu,Central,7.70,49992186,1.16,3849,0.04,825.46,6.69,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-036,Mahadevathan,Kathmandu,Central,7.81,64284311,1.49,15514,0.16,2210.18,7.67,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-037,Mahankal,Kathmandu,Central,7.90,79338009,1.84,17997,0.18,4383.32,8.35,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-038,Manmaiju,Kathmandu,Central,7.72,51953270,1.20,40416,0.41,13247.89,9.45,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-039,Matatirtha,Kathmandu,Central,7.81,64368640,1.49,5982,0.06,965.31,6.84,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-040,Mulpani,Kathmandu,Central,7.86,72816024,1.69,11742,0.12,3038.7,7.98,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-041,Naglebhare,Kathmandu,Central,7.75,56390683,1.31,4520,0.05,216.74,5.35,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-042,NaikapNayaBhanjyang,Kathmandu,Central,7.72,52950875,1.23,7944,0.08,6345.55,8.72,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-043,NaikapPuranoBhanjya,Kathmandu,Central,7.70,50464475,1.17,4546,0.05,2612.72,7.83,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-044,Nayapati,Kathmandu,Central,7.76,57526462,1.33,7257,0.07,1082.2,6.96,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-045,Pukhulachhi,Kathmandu,Central,7.71,51341807,1.19,2676,0.03,1934.35,7.53,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-046,Ramkot,Kathmandu,Central,7.60,40078985,0.93,8759,0.09,1512.96,7.29,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-047,Sangla,Kathmandu,Central,7.74,54815759,1.27,3622,0.04,605.35,6.38,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-048,Satikhel,Kathmandu,Central,7.83,68071434,1.58,4248,0.04,724.06,6.56,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-049,Satungal,Kathmandu,Central,7.59,38698248,0.90,10452,0.11,4479.76,8.37,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-050,Seuchatar,Kathmandu,Central,7.76,57156080,1.33,13412,0.14,4893,8.46,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-051,Sheshnarayan,Kathmandu,Central,7.88,75803326,1.76,3855,0.04,754.78,6.60,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-052,Sitapaila,Kathmandu,Central,7.71,51528170,1.19,17909,0.18,5103.65,8.50,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-053,Sundarijal,Kathmandu,Central,7.65,44793311,1.04,2552,0.03,72.38,4.26,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-054,Suntol,Kathmandu,Central,7.87,73913355,1.71,4819,0.05,394.51,5.95,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-055,Talkududechour,Kathmandu,Central,8.14,137638995,3.19,2858,0.03,240.53,5.46,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-056,Thankot,Kathmandu,Central,7.85,71492886,1.66,12047,0.12,1959.79,7.55,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-057,Tinthana,Kathmandu,Central,7.76,57152566,1.32,9726,0.10,7547.37,8.89,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-058,TokhaChandeswori,Kathmandu,Central,7.81,65088779,1.51,3961,0.04,897.29,6.77,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-27-059,TokhaSarswoti,Kathmandu,Central,7.80,62803471,1.46,5152,0.05,2662.63,7.85,95.93,9.50,79.58,8.23,22.45,1.82
C-BAG-28-001,BagesworiChokade,Nuwakot,Central,7.68,47395582,1.10,4986,0.05,335.31,5.79,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-002,Balkumari,Nuwakot,Central,7.51,32429309,0.75,2486,0.03,187.89,5.21,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-003,Barsunchet,Nuwakot,Central,7.57,37523195,0.87,426,0.00,44.34,3.77,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-004,Belkot,Nuwakot,Central,7.82,66574731,1.54,7660,0.08,261.51,5.54,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-005,Betini,Nuwakot,Central,7.61,40617987,0.94,4372,0.04,128.49,4.83,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-006,Bhadratar,Nuwakot,Central,7.70,49843438,1.16,3238,0.03,224.17,5.39,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-007,Bhalche,Nuwakot,Central,7.49,30709938,0.71,3488,0.04,117.94,4.75,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-008,BidurN.P.,Nuwakot,Central,7.99,97670573,2.26,26750,0.27,799,6.65,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-009,Budhasing,Nuwakot,Central,7.89,76918308,1.78,2945,0.03,155.6,5.02,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-010,Bungtang,Nuwakot,Central,7.61,40853290,0.95,2117,0.02,152.01,5.00,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-011,Charghare,Nuwakot,Central,7.83,67726565,1.57,5419,0.06,294.6,5.66,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-012,Chaturale,Nuwakot,Central,7.70,49858490,1.16,3238,0.03,285.74,5.63,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-013,Chaughada,Nuwakot,Central,7.79,61748855,1.43,5480,0.06,424.67,6.02,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-014,Chauthe,Nuwakot,Central,7.94,86544060,2.01,3535,0.04,197.22,5.26,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-015,Chhap,Nuwakot,Central,7.58,37947577,0.88,2085,0.02,131.05,4.85,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-016,Dangsing,Nuwakot,Central,7.72,52194548,1.21,2736,0.03,264.58,5.55,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-017,Deurali,Nuwakot,Central,7.63,42615316,0.99,3656,0.04,192.79,5.24,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-018,Duipipal,Nuwakot,Central,7.93,85857604,1.99,7790,0.08,236.25,5.44,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-019,Fikuri,Nuwakot,Central,7.51,32015488,0.74,2873,0.03,359.65,5.86,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-020,Ganeshthan,Nuwakot,Central,7.76,57976726,1.34,3728,0.04,408.63,5.99,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-021,Gaunkharka,Nuwakot,Central,7.49,30988526,0.72,3180,0.03,141.87,4.93,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-022,Gerkhu,Nuwakot,Central,7.72,51902470,1.20,6382,0.07,282.25,5.62,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-023,Ghyangphedi,Nuwakot,Central,7.46,28806930,0.67,3100,0.03,29.96,3.38,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-024,Gorsyang,Nuwakot,Central,7.82,66714199,1.55,3431,0.04,167.18,5.10,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-025,Jiling,Nuwakot,Central,7.81,64155206,1.49,6286,0.06,290.68,5.65,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-026,Kabilas,Nuwakot,Central,7.68,48286421,1.12,4063,0.04,454.14,6.09,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-027,Kakani,Nuwakot,Central,7.70,50285715,1.17,7320,0.08,243.13,5.47,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-028,Kalikahalde,Nuwakot,Central,7.69,49383847,1.14,3606,0.04,381.02,5.92,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-029,Kalyanpur,Nuwakot,Central,7.63,42711812,0.99,5722,0.06,238.4,5.45,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-030,Kaule,Nuwakot,Central,7.58,37635134,0.87,2993,0.03,318.16,5.74,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-031,KhadagBhanjyang,Nuwakot,Central,7.81,64217575,1.49,6166,0.06,335.14,5.79,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-032,Kharanitar,Nuwakot,Central,7.69,48609466,1.13,1609,0.02,371.63,5.89,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-033,KholegaunKhanigau,Nuwakot,Central,7.81,64596968,1.50,5330,0.05,344.59,5.82,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-034,Kintang,Nuwakot,Central,7.61,40714699,0.94,1976,0.02,75.51,4.30,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-035,Kumari,Nuwakot,Central,8.02,105268129,2.44,8672,0.09,246.15,5.48,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-036,Lachyang,Nuwakot,Central,7.60,39550436,0.92,4480,0.05,286.51,5.63,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-037,Likhu,Nuwakot,Central,7.57,37312726,0.86,2462,0.03,203.68,5.29,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-038,Madanpur,Nuwakot,Central,7.98,95434694,2.21,8862,0.09,286.67,5.63,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-039,Mahakali,Nuwakot,Central,7.59,38846649,0.90,3524,0.04,213.31,5.34,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-040,Manakamana,Nuwakot,Central,7.52,33263861,0.77,3321,0.03,323.46,5.75,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-041,Narjamandap,Nuwakot,Central,7.66,45889831,1.06,5335,0.05,386.04,5.93,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-042,Okharpauwa,Nuwakot,Central,7.72,52169969,1.21,7901,0.08,397.98,5.96,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-043,Panchkanya,Nuwakot,Central,7.64,43677458,1.01,2675,0.03,322.06,5.75,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-044,Ralukadevi,Nuwakot,Central,7.64,44029621,1.02,4563,0.05,249.32,5.49,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-045,Ratmate,Nuwakot,Central,7.92,83477117,1.94,3793,0.04,329.45,5.77,98.37,9.83,20.09,1.99,35.66,5.85
C-BAG-28-046,Rautbesi,Nuwakot,Central,7.54,35049516,0.81,3437,0.04,281.22,5.61,98.37,9.83,20.09,1.99,35.66,5.85
